record_id,date,book_id,book_title,category,lag_1_borrowed,lag_2_borrowed,rolling_3_avg_borrowed,month_index,exam_period,holiday_indicator,semester_encoded,available_copies,reservation_count,renewal_count,publication_year,cat_Business Management,cat_Chemistry,cat_Civil,cat_Computer Science,cat_Data Science,cat_Electronics,cat_English Literature,cat_Mathematics,cat_Mechanical,cat_Physics,target_next_month_demand
3121,2024-03-01,BK0001,Introduction to Computer Science,Computer Science,14.0,15.0,13.0,26,0,0,1,67,0,1,2016,False,False,False,True,False,False,False,False,False,False,28.0
3241,2024-04-01,BK0001,Introduction to Computer Science,Computer Science,10.0,14.0,17.333333333333332,27,1,0,1,67,0,3,2016,False,False,False,True,False,False,False,False,False,False,15.0
3361,2024-05-01,BK0001,Introduction to Computer Science,Computer Science,28.0,10.0,17.666666666666668,28,1,0,1,67,0,0,2016,False,False,False,True,False,False,False,False,False,False,8.0
242,2022-03-01,BK0002,Fundamentals of Computer Science,Computer Science,15.0,20.0,18.0,2,0,0,1,58,0,5,2016,False,False,False,True,False,False,False,False,False,False,37.0
362,2022-04-01,BK0002,Fundamentals of Computer Science,Computer Science,19.0,15.0,23.666666666666668,3,1,0,1,58,0,7,2016,False,False,False,True,False,False,False,False,False,False,30.0
482,2022-05-01,BK0002,Fundamentals of Computer Science,Computer Science,37.0,19.0,28.666666666666668,4,1,0,1,58,0,4,2016,False,False,False,True,False,False,False,False,False,False,5.0
602,2022-06-01,BK0002,Fundamentals of Computer Science,Computer Science,30.0,37.0,24.0,5,0,1,1,58,1,0,2016,False,False,False,True,False,False,False,False,False,False,20.0
722,2022-07-01,BK0002,Fundamentals of Computer Science,Computer Science,5.0,30.0,18.333333333333332,6,0,0,0,58,0,4,2016,False,False,False,True,False,False,False,False,False,False,15.0
842,2022-08-01,BK0002,Fundamentals of Computer Science,Computer Science,20.0,5.0,13.333333333333334,7,0,0,0,58,0,1,2016,False,False,False,True,False,False,False,False,False,False,18.0
962,2022-09-01,BK0002,Fundamentals of Computer Science,Computer Science,15.0,20.0,17.666666666666668,8,0,0,0,58,0,3,2016,False,False,False,True,False,False,False,False,False,False,35.0
1082,2022-10-01,BK0002,Fundamentals of Computer Science,Computer Science,18.0,15.0,22.666666666666668,9,1,0,0,58,0,5,2016,False,False,False,True,False,False,False,False,False,False,39.0
1202,2022-11-01,BK0002,Fundamentals of Computer Science,Computer Science,35.0,18.0,30.666666666666668,10,1,0,0,58,0,4,2016,False,False,False,True,False,False,False,False,False,False,14.0
1322,2022-12-01,BK0002,Fundamentals of Computer Science,Computer Science,39.0,35.0,29.333333333333332,11,0,1,0,58,0,2,2016,False,False,False,True,False,False,False,False,False,False,18.0
1442,2023-01-01,BK0002,Fundamentals of Computer Science,Computer Science,14.0,39.0,23.666666666666668,12,0,0,1,58,0,2,2016,False,False,False,True,False,False,False,False,False,False,25.0
1562,2023-02-01,BK0002,Fundamentals of Computer Science,Computer Science,18.0,14.0,19.0,13,0,0,1,58,0,4,2016,False,False,False,True,False,False,False,False,False,False,19.0
1682,2023-03-01,BK0002,Fundamentals of Computer Science,Computer Science,25.0,18.0,20.666666666666668,14,0,0,1,58,0,4,2016,False,False,False,True,False,False,False,False,False,False,43.0
1802,2023-04-01,BK0002,Fundamentals of Computer Science,Computer Science,19.0,25.0,29.0,15,1,0,1,58,0,6,2016,False,False,False,True,False,False,False,False,False,False,36.0
1922,2023-05-01,BK0002,Fundamentals of Computer Science,Computer Science,43.0,19.0,32.666666666666664,16,1,0,1,58,0,5,2016,False,False,False,True,False,False,False,False,False,False,11.0
2042,2023-06-01,BK0002,Fundamentals of Computer Science,Computer Science,36.0,43.0,30.0,17,0,1,1,58,0,0,2016,False,False,False,True,False,False,False,False,False,False,24.0
2162,2023-07-01,BK0002,Fundamentals of Computer Science,Computer Science,11.0,36.0,23.666666666666668,18,0,0,0,58,0,3,2016,False,False,False,True,False,False,False,False,False,False,26.0
2282,2023-08-01,BK0002,Fundamentals of Computer Science,Computer Science,24.0,11.0,20.333333333333332,19,0,0,0,58,0,9,2016,False,False,False,True,False,False,False,False,False,False,27.0
2402,2023-09-01,BK0002,Fundamentals of Computer Science,Computer Science,26.0,24.0,25.666666666666668,20,0,0,0,58,0,1,2016,False,False,False,True,False,False,False,False,False,False,45.0
2522,2023-10-01,BK0002,Fundamentals of Computer Science,Computer Science,27.0,26.0,32.666666666666664,21,1,0,0,58,0,5,2016,False,False,False,True,False,False,False,False,False,False,38.0
2642,2023-11-01,BK0002,Fundamentals of Computer Science,Computer Science,45.0,27.0,36.666666666666664,22,1,0,0,58,0,4,2016,False,False,False,True,False,False,False,False,False,False,10.0
2762,2023-12-01,BK0002,Fundamentals of Computer Science,Computer Science,38.0,45.0,31.0,23,0,1,0,58,0,0,2016,False,False,False,True,False,False,False,False,False,False,27.0
2882,2024-01-01,BK0002,Fundamentals of Computer Science,Computer Science,10.0,38.0,25.0,24,0,0,1,58,0,8,2016,False,False,False,True,False,False,False,False,False,False,28.0
3002,2024-02-01,BK0002,Fundamentals of Computer Science,Computer Science,27.0,10.0,21.666666666666668,25,0,0,1,58,0,7,2016,False,False,False,True,False,False,False,False,False,False,21.0
3122,2024-03-01,BK0002,Fundamentals of Computer Science,Computer Science,28.0,27.0,25.333333333333332,26,0,0,1,58,0,5,2016,False,False,False,True,False,False,False,False,False,False,63.0
3242,2024-04-01,BK0002,Fundamentals of Computer Science,Computer Science,21.0,28.0,37.333333333333336,27,1,0,1,58,3,9,2016,False,False,False,True,False,False,False,False,False,False,46.0
3362,2024-05-01,BK0002,Fundamentals of Computer Science,Computer Science,63.0,21.0,43.333333333333336,28,1,0,1,58,1,7,2016,False,False,False,True,False,False,False,False,False,False,10.0
243,2022-03-01,BK0003,Computer Science: A Practical Approach,Computer Science,1.0,2.0,2.3333333333333335,2,0,0,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,3.0
363,2022-04-01,BK0003,Computer Science: A Practical Approach,Computer Science,4.0,1.0,2.6666666666666665,3,1,0,1,69,2,0,2006,False,False,False,True,False,False,False,False,False,False,2.0
483,2022-05-01,BK0003,Computer Science: A Practical Approach,Computer Science,3.0,4.0,3.0,4,1,0,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,0.0
603,2022-06-01,BK0003,Computer Science: A Practical Approach,Computer Science,2.0,3.0,1.6666666666666667,5,0,1,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,2.0
723,2022-07-01,BK0003,Computer Science: A Practical Approach,Computer Science,0.0,2.0,1.3333333333333333,6,0,0,0,69,0,2,2006,False,False,False,True,False,False,False,False,False,False,1.0
843,2022-08-01,BK0003,Computer Science: A Practical Approach,Computer Science,2.0,0.0,1.0,7,0,0,0,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,1.0
963,2022-09-01,BK0003,Computer Science: A Practical Approach,Computer Science,1.0,2.0,1.3333333333333333,8,0,0,0,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,5.0
1083,2022-10-01,BK0003,Computer Science: A Practical Approach,Computer Science,1.0,1.0,2.3333333333333335,9,1,0,0,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,3.0
1203,2022-11-01,BK0003,Computer Science: A Practical Approach,Computer Science,5.0,1.0,3.0,10,1,0,0,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,0.0
1323,2022-12-01,BK0003,Computer Science: A Practical Approach,Computer Science,3.0,5.0,2.6666666666666665,11,0,1,0,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,3.0
1443,2023-01-01,BK0003,Computer Science: A Practical Approach,Computer Science,0.0,3.0,2.0,12,0,0,1,69,1,0,2006,False,False,False,True,False,False,False,False,False,False,1.0
1563,2023-02-01,BK0003,Computer Science: A Practical Approach,Computer Science,3.0,0.0,1.3333333333333333,13,0,0,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,4.0
1683,2023-03-01,BK0003,Computer Science: A Practical Approach,Computer Science,1.0,3.0,2.6666666666666665,14,0,0,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,9.0
1803,2023-04-01,BK0003,Computer Science: A Practical Approach,Computer Science,4.0,1.0,4.666666666666667,15,1,0,1,69,0,3,2006,False,False,False,True,False,False,False,False,False,False,4.0
1923,2023-05-01,BK0003,Computer Science: A Practical Approach,Computer Science,9.0,4.0,5.666666666666667,16,1,0,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,0.0
2043,2023-06-01,BK0003,Computer Science: A Practical Approach,Computer Science,4.0,9.0,4.333333333333333,17,0,1,1,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,2.0
2163,2023-07-01,BK0003,Computer Science: A Practical Approach,Computer Science,0.0,4.0,2.0,18,0,0,0,69,1,0,2006,False,False,False,True,False,False,False,False,False,False,3.0
2283,2023-08-01,BK0003,Computer Science: A Practical Approach,Computer Science,2.0,0.0,1.6666666666666667,19,0,0,0,69,1,0,2006,False,False,False,True,False,False,False,False,False,False,2.0
2403,2023-09-01,BK0003,Computer Science: A Practical Approach,Computer Science,3.0,2.0,2.3333333333333335,20,0,0,0,69,2,1,2006,False,False,False,True,False,False,False,False,False,False,5.0
2523,2023-10-01,BK0003,Computer Science: A Practical Approach,Computer Science,2.0,3.0,3.3333333333333335,21,1,0,0,69,2,1,2006,False,False,False,True,False,False,False,False,False,False,5.0
2643,2023-11-01,BK0003,Computer Science: A Practical Approach,Computer Science,5.0,2.0,4.0,22,1,0,0,69,1,2,2006,False,False,False,True,False,False,False,False,False,False,1.0
2763,2023-12-01,BK0003,Computer Science: A Practical Approach,Computer Science,5.0,5.0,3.6666666666666665,23,0,1,0,69,0,0,2006,False,False,False,True,False,False,False,False,False,False,2.0
2883,2024-01-01,BK0003,Computer Science: A Practical Approach,Computer Science,1.0,5.0,2.6666666666666665,24,0,0,1,69,0,1,2006,False,False,False,True,False,False,False,False,False,False,1.0
3003,2024-02-01,BK0003,Computer Science: A Practical Approach,Computer Science,2.0,1.0,1.3333333333333333,25,0,0,1,69,1,0,2006,False,False,False,True,False,False,False,False,False,False,2.0
3123,2024-03-01,BK0003,Computer Science: A Practical Approach,Computer Science,1.0,2.0,1.6666666666666667,26,0,0,1,69,2,0,2006,False,False,False,True,False,False,False,False,False,False,3.0
3243,2024-04-01,BK0003,Computer Science: A Practical Approach,Computer Science,2.0,1.0,2.0,27,1,0,1,69,0,1,2006,False,False,False,True,False,False,False,False,False,False,2.0
3363,2024-05-01,BK0003,Computer Science: A Practical Approach,Computer Science,3.0,2.0,2.3333333333333335,28,1,0,1,69,1,0,2006,False,False,False,True,False,False,False,False,False,False,1.0
244,2022-03-01,BK0004,Advanced Computer Science,Computer Science,22.0,24.0,19.666666666666668,2,0,0,1,28,1,2,2022,False,False,False,True,False,False,False,False,False,False,35.0
364,2022-04-01,BK0004,Advanced Computer Science,Computer Science,13.0,22.0,23.333333333333332,3,1,0,1,28,4,6,2022,False,False,False,True,False,False,False,False,False,False,47.0
484,2022-05-01,BK0004,Advanced Computer Science,Computer Science,35.0,13.0,31.666666666666668,4,1,0,1,28,14,2,2022,False,False,False,True,False,False,False,False,False,False,8.0
604,2022-06-01,BK0004,Advanced Computer Science,Computer Science,47.0,35.0,30.0,5,0,1,1,28,0,2,2022,False,False,False,True,False,False,False,False,False,False,22.0
724,2022-07-01,BK0004,Advanced Computer Science,Computer Science,8.0,47.0,25.666666666666668,6,0,0,0,28,0,1,2022,False,False,False,True,False,False,False,False,False,False,19.0
844,2022-08-01,BK0004,Advanced Computer Science,Computer Science,22.0,8.0,16.333333333333332,7,0,0,0,28,0,3,2022,False,False,False,True,False,False,False,False,False,False,16.0
964,2022-09-01,BK0004,Advanced Computer Science,Computer Science,19.0,22.0,19.0,8,0,0,0,28,0,3,2022,False,False,False,True,False,False,False,False,False,False,41.0
1084,2022-10-01,BK0004,Advanced Computer Science,Computer Science,16.0,19.0,25.333333333333332,9,1,0,0,28,9,12,2022,False,False,False,True,False,False,False,False,False,False,40.0
1204,2022-11-01,BK0004,Advanced Computer Science,Computer Science,41.0,16.0,32.333333333333336,10,1,0,0,28,3,8,2022,False,False,False,True,False,False,False,False,False,False,10.0
1324,2022-12-01,BK0004,Advanced Computer Science,Computer Science,40.0,41.0,30.333333333333332,11,0,1,0,28,1,0,2022,False,False,False,True,False,False,False,False,False,False,22.0
1444,2023-01-01,BK0004,Advanced Computer Science,Computer Science,10.0,40.0,24.0,12,0,0,1,28,2,2,2022,False,False,False,True,False,False,False,False,False,False,15.0
1564,2023-02-01,BK0004,Advanced Computer Science,Computer Science,22.0,10.0,15.666666666666666,13,0,0,1,28,0,4,2022,False,False,False,True,False,False,False,False,False,False,14.0
1684,2023-03-01,BK0004,Advanced Computer Science,Computer Science,15.0,22.0,17.0,14,0,0,1,28,0,2,2022,False,False,False,True,False,False,False,False,False,False,39.0
1804,2023-04-01,BK0004,Advanced Computer Science,Computer Science,14.0,15.0,22.666666666666668,15,1,0,1,28,11,3,2022,False,False,False,True,False,False,False,False,False,False,35.0
1924,2023-05-01,BK0004,Advanced Computer Science,Computer Science,39.0,14.0,29.333333333333332,16,1,0,1,28,4,5,2022,False,False,False,True,False,False,False,False,False,False,4.0
2044,2023-06-01,BK0004,Advanced Computer Science,Computer Science,35.0,39.0,26.0,17,0,1,1,28,0,0,2022,False,False,False,True,False,False,False,False,False,False,28.0
2164,2023-07-01,BK0004,Advanced Computer Science,Computer Science,4.0,35.0,22.333333333333332,18,0,0,0,28,1,5,2022,False,False,False,True,False,False,False,False,False,False,38.0
2284,2023-08-01,BK0004,Advanced Computer Science,Computer Science,28.0,4.0,23.333333333333332,19,0,0,0,28,6,4,2022,False,False,False,True,False,False,False,False,False,False,26.0
2404,2023-09-01,BK0004,Advanced Computer Science,Computer Science,38.0,28.0,30.666666666666668,20,0,0,0,28,1,2,2022,False,False,False,True,False,False,False,False,False,False,44.0
2524,2023-10-01,BK0004,Advanced Computer Science,Computer Science,26.0,38.0,36.0,21,1,0,0,28,10,6,2022,False,False,False,True,False,False,False,False,False,False,36.0
2644,2023-11-01,BK0004,Advanced Computer Science,Computer Science,44.0,26.0,35.333333333333336,22,1,0,0,28,5,7,2022,False,False,False,True,False,False,False,False,False,False,9.0
2764,2023-12-01,BK0004,Advanced Computer Science,Computer Science,36.0,44.0,29.666666666666668,23,0,1,0,28,0,2,2022,False,False,False,True,False,False,False,False,False,False,21.0
2884,2024-01-01,BK0004,Advanced Computer Science,Computer Science,9.0,36.0,22.0,24,0,0,1,28,0,4,2022,False,False,False,True,False,False,False,False,False,False,20.0
3004,2024-02-01,BK0004,Advanced Computer Science,Computer Science,21.0,9.0,16.666666666666668,25,0,0,1,28,0,6,2022,False,False,False,True,False,False,False,False,False,False,24.0
3124,2024-03-01,BK0004,Advanced Computer Science,Computer Science,20.0,21.0,21.666666666666668,26,0,0,1,28,1,4,2022,False,False,False,True,False,False,False,False,False,False,51.0
3244,2024-04-01,BK0004,Advanced Computer Science,Computer Science,24.0,20.0,31.666666666666668,27,1,0,1,28,12,12,2022,False,False,False,True,False,False,False,False,False,False,47.0
3364,2024-05-01,BK0004,Advanced Computer Science,Computer Science,51.0,24.0,40.666666666666664,28,1,0,1,28,3,9,2022,False,False,False,True,False,False,False,False,False,False,11.0
245,2022-03-01,BK0005,Principles of Computer Science,Computer Science,12.0,10.0,11.0,2,0,0,1,31,2,3,2008,False,False,False,True,False,False,False,False,False,False,25.0
365,2022-04-01,BK0005,Principles of Computer Science,Computer Science,11.0,12.0,16.0,3,1,0,1,31,0,2,2008,False,False,False,True,False,False,False,False,False,False,21.0
485,2022-05-01,BK0005,Principles of Computer Science,Computer Science,25.0,11.0,19.0,4,1,0,1,31,0,4,2008,False,False,False,True,False,False,False,False,False,False,7.0
605,2022-06-01,BK0005,Principles of Computer Science,Computer Science,21.0,25.0,17.666666666666668,5,0,1,1,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,6.0
725,2022-07-01,BK0005,Principles of Computer Science,Computer Science,7.0,21.0,11.333333333333334,6,0,0,0,31,2,1,2008,False,False,False,True,False,False,False,False,False,False,7.0
845,2022-08-01,BK0005,Principles of Computer Science,Computer Science,6.0,7.0,6.666666666666667,7,0,0,0,31,0,2,2008,False,False,False,True,False,False,False,False,False,False,5.0
965,2022-09-01,BK0005,Principles of Computer Science,Computer Science,7.0,6.0,6.0,8,0,0,0,31,0,1,2008,False,False,False,True,False,False,False,False,False,False,20.0
1085,2022-10-01,BK0005,Principles of Computer Science,Computer Science,5.0,7.0,10.666666666666666,9,1,0,0,31,1,2,2008,False,False,False,True,False,False,False,False,False,False,16.0
1205,2022-11-01,BK0005,Principles of Computer Science,Computer Science,20.0,5.0,13.666666666666666,10,1,0,0,31,1,5,2008,False,False,False,True,False,False,False,False,False,False,3.0
1325,2022-12-01,BK0005,Principles of Computer Science,Computer Science,16.0,20.0,13.0,11,0,1,0,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,9.0
1445,2023-01-01,BK0005,Principles of Computer Science,Computer Science,3.0,16.0,9.333333333333334,12,0,0,1,31,0,1,2008,False,False,False,True,False,False,False,False,False,False,9.0
1565,2023-02-01,BK0005,Principles of Computer Science,Computer Science,9.0,3.0,7.0,13,0,0,1,31,1,1,2008,False,False,False,True,False,False,False,False,False,False,4.0
1685,2023-03-01,BK0005,Principles of Computer Science,Computer Science,9.0,9.0,7.333333333333333,14,0,0,1,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,13.0
1805,2023-04-01,BK0005,Principles of Computer Science,Computer Science,4.0,9.0,8.666666666666666,15,1,0,1,31,1,5,2008,False,False,False,True,False,False,False,False,False,False,13.0
1925,2023-05-01,BK0005,Principles of Computer Science,Computer Science,13.0,4.0,10.0,16,1,0,1,31,0,1,2008,False,False,False,True,False,False,False,False,False,False,1.0
2045,2023-06-01,BK0005,Principles of Computer Science,Computer Science,13.0,13.0,9.0,17,0,1,1,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,8.0
2165,2023-07-01,BK0005,Principles of Computer Science,Computer Science,1.0,13.0,7.333333333333333,18,0,0,0,31,0,1,2008,False,False,False,True,False,False,False,False,False,False,10.0
2285,2023-08-01,BK0005,Principles of Computer Science,Computer Science,8.0,1.0,6.333333333333333,19,0,0,0,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,9.0
2405,2023-09-01,BK0005,Principles of Computer Science,Computer Science,10.0,8.0,9.0,20,0,0,0,31,0,3,2008,False,False,False,True,False,False,False,False,False,False,9.0
2525,2023-10-01,BK0005,Principles of Computer Science,Computer Science,9.0,10.0,9.333333333333334,21,1,0,0,31,1,0,2008,False,False,False,True,False,False,False,False,False,False,9.0
2645,2023-11-01,BK0005,Principles of Computer Science,Computer Science,9.0,9.0,9.0,22,1,0,0,31,0,2,2008,False,False,False,True,False,False,False,False,False,False,3.0
2765,2023-12-01,BK0005,Principles of Computer Science,Computer Science,9.0,9.0,7.0,23,0,1,0,31,1,0,2008,False,False,False,True,False,False,False,False,False,False,8.0
2885,2024-01-01,BK0005,Principles of Computer Science,Computer Science,3.0,9.0,6.666666666666667,24,0,0,1,31,1,1,2008,False,False,False,True,False,False,False,False,False,False,3.0
3005,2024-02-01,BK0005,Principles of Computer Science,Computer Science,8.0,3.0,4.666666666666667,25,0,0,1,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,4.0
3125,2024-03-01,BK0005,Principles of Computer Science,Computer Science,3.0,8.0,5.0,26,0,0,1,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,6.0
3245,2024-04-01,BK0005,Principles of Computer Science,Computer Science,4.0,3.0,4.333333333333333,27,1,0,1,31,1,2,2008,False,False,False,True,False,False,False,False,False,False,10.0
3365,2024-05-01,BK0005,Principles of Computer Science,Computer Science,6.0,4.0,6.666666666666667,28,1,0,1,31,0,0,2008,False,False,False,True,False,False,False,False,False,False,2.0
246,2022-03-01,BK0006,Computer Science for Engineers,Computer Science,17.0,18.0,14.333333333333334,2,0,0,1,40,0,1,2012,False,False,False,True,False,False,False,False,False,False,27.0
366,2022-04-01,BK0006,Computer Science for Engineers,Computer Science,8.0,17.0,17.333333333333332,3,1,0,1,40,0,3,2012,False,False,False,True,False,False,False,False,False,False,12.0
486,2022-05-01,BK0006,Computer Science for Engineers,Computer Science,27.0,8.0,15.666666666666666,4,1,0,1,40,0,3,2012,False,False,False,True,False,False,False,False,False,False,7.0
606,2022-06-01,BK0006,Computer Science for Engineers,Computer Science,12.0,27.0,15.333333333333334,5,0,1,1,40,0,0,2012,False,False,False,True,False,False,False,False,False,False,10.0
726,2022-07-01,BK0006,Computer Science for Engineers,Computer Science,7.0,12.0,9.666666666666666,6,0,0,0,40,0,2,2012,False,False,False,True,False,False,False,False,False,False,11.0
846,2022-08-01,BK0006,Computer Science for Engineers,Computer Science,10.0,7.0,9.333333333333334,7,0,0,0,40,0,2,2012,False,False,False,True,False,False,False,False,False,False,18.0
966,2022-09-01,BK0006,Computer Science for Engineers,Computer Science,11.0,10.0,13.0,8,0,0,0,40,3,4,2012,False,False,False,True,False,False,False,False,False,False,28.0
1086,2022-10-01,BK0006,Computer Science for Engineers,Computer Science,18.0,11.0,19.0,9,1,0,0,40,0,3,2012,False,False,False,True,False,False,False,False,False,False,17.0
1206,2022-11-01,BK0006,Computer Science for Engineers,Computer Science,28.0,18.0,21.0,10,1,0,0,40,0,2,2012,False,False,False,True,False,False,False,False,False,False,3.0
1326,2022-12-01,BK0006,Computer Science for Engineers,Computer Science,17.0,28.0,16.0,11,0,1,0,40,0,1,2012,False,False,False,True,False,False,False,False,False,False,6.0
1446,2023-01-01,BK0006,Computer Science for Engineers,Computer Science,3.0,17.0,8.666666666666666,12,0,0,1,40,0,0,2012,False,False,False,True,False,False,False,False,False,False,11.0
1566,2023-02-01,BK0006,Computer Science for Engineers,Computer Science,6.0,3.0,6.666666666666667,13,0,0,1,40,0,2,2012,False,False,False,True,False,False,False,False,False,False,8.0
1686,2023-03-01,BK0006,Computer Science for Engineers,Computer Science,11.0,6.0,8.333333333333334,14,0,0,1,40,0,1,2012,False,False,False,True,False,False,False,False,False,False,19.0
1806,2023-04-01,BK0006,Computer Science for Engineers,Computer Science,8.0,11.0,12.666666666666666,15,1,0,1,40,1,2,2012,False,False,False,True,False,False,False,False,False,False,18.0
1926,2023-05-01,BK0006,Computer Science for Engineers,Computer Science,19.0,8.0,15.0,16,1,0,1,40,1,5,2012,False,False,False,True,False,False,False,False,False,False,3.0
2046,2023-06-01,BK0006,Computer Science for Engineers,Computer Science,18.0,19.0,13.333333333333334,17,0,1,1,40,0,0,2012,False,False,False,True,False,False,False,False,False,False,7.0
2166,2023-07-01,BK0006,Computer Science for Engineers,Computer Science,3.0,18.0,9.333333333333334,18,0,0,0,40,0,1,2012,False,False,False,True,False,False,False,False,False,False,11.0
2286,2023-08-01,BK0006,Computer Science for Engineers,Computer Science,7.0,3.0,7.0,19,0,0,0,40,0,2,2012,False,False,False,True,False,False,False,False,False,False,0.0
2406,2023-09-01,BK0006,Computer Science for Engineers,Computer Science,11.0,7.0,6.0,20,0,0,0,40,1,0,2012,False,False,False,True,False,False,False,False,False,False,7.0
